customer_id,related_customer_id,relationship_type,risk_weight,is_active
5v%$m)x&,5v%zm(1&,same_branch,0.207,true
5X%*b$Jb,5X<6D%$8,same_branch,0.281,false
gX$6nBxj,gX%g%%eM,same_branch,0.227,false
gXkmbqx&,gXkmbq(j,same_branch,0.311,true
5%c$&(8b,5S(mbre2,same_branch,0.136,true
5SL@&&e8,5SL$VqJ2,same_branch,0.103,true
5X%m&qCK,5X%mn%zb,same_branch,0.178,true
5%FgnB$2,m!LF&reK,same_branch,0.109,true
g!yF%7(0,5Sk$V&(M,same_branch,0.249,true
g%%FD(1&,g%%FD(z0,same_branch,0.298,false
gXkmb$J&,5mF60r(&,same_branch,0.189,true
5X%zDy88,5X%$m&xj,same_branch,0.344,true
5vcm%q8j,5mF@j%x0,same_branch,0.218,true
5Xy$nqj8,5Xy$&&(8,same_branch,0.261,true
5X<Fj&JK,5Xy@&($j,same_branch,0.266,true
5m<zSreK,5#k$&yz8,same_branch,0.154,true
F%yFm)ed,F%y60$$2,same_branch,0.253,true
Xv%@nyjM,Xv%zDy1M,same_branch,0.32,true
9!y$jr83,9!y6V7xd,same_branch,0.231,true
5S%FnBe8,ivcgD%(M,same_branch,0.253,true
5X<6S%e2,5X<FS$ed,same_branch,0.223,true
m<$z07Jj,9Xymbr(0,same_branch,0.239,false
5XyFmyCd,5X%F0788,same_branch,0.21,false
g#<Fj)jK,5S%6n$Cd,same_branch,0.158,false
Xmczn$z3,Xv%zDy1M,same_branch,0.152,true
Nm%Fj%xj,Nm%Fj%Cj,same_branch,0.167,false
g&%Fnq$d,g&%FnrCb,same_branch,0.214,true
FXyFm7j3,FXyFD7x2,same_branch,0.349,true
mm(FS7C2,m<F*b&JK,same_branch,0.174,true
5XkF%$e3,5X%Fby1K,same_branch,0.13,false
5vcm%q8j,5mF6V(eM,same_branch,0.243,true
g&LFD)1&,g&LFDBC3,same_branch,0.242,true
gSkF0$1M,goLzb78K,same_branch,0.113,false
g<$Fb%jM,5mF8%%xM,same_branch,0.28,true
g<HFmB(3,i<<F&%J3,same_branch,0.246,false
g%%60%1b,g%%FDB$j,same_branch,0.273,true
5XcgS&C2,5XFzbB12,same_branch,0.345,true
FXk$m788,m<<6nyxM,same_branch,0.149,true
F%$$D)(&,F%$zD$x2,same_branch,0.215,true
go(F&y$b,go(*DBxb,same_branch,0.317,false
gS%zn)1b,gS%znyj0,same_branch,0.16,true
5&(FDyJM,jmyj0780,same_branch,0.194,true
gS$8m%J8,5o<zby$b,same_branch,0.164,true
gmH6j7Jb,gmH$m$8b,same_branch,0.107,true
FX<zj(j8,FX<zj%eb,same_branch,0.279,false
gvHFD7JM,5mc*&$z3,same_branch,0.223,true
5XFFSrCK,5XLg%q(M,same_branch,0.123,false
F&%Fj(12,5XHFb7(8,same_branch,0.246,true
5<<zS7$&,5<<FV&J3,same_branch,0.306,false
5!cFSrx0,5!cFb$J2,same_branch,0.307,true
5XkFb(e8,5X%@n78j,same_branch,0.325,false
MSy6&rz8,MSy6n%x0,same_branch,0.233,false
gX<zb&$8,5&czSrz8,same_branch,0.167,true
5X%6mB(&,5X<F%&$M,same_branch,0.264,false
5m<6jB1&,5m<jmB8j,same_branch,0.289,true
5%c6S7(d,5%c$D&jK,same_branch,0.257,true
FoH6&B$8,MmkF&7$b,same_branch,0.249,false
gvyF0$8&,gvyF0$1b,same_branch,0.347,true
g#HFD%8j,5!kzbq8K,same_branch,0.194,true
5SFF&$C&,5SFFn$10,same_branch,0.277,true
g&%Fny1&,g&%Fn$(d,same_branch,0.183,true
g#$F&7ej,5%y@S(18,same_branch,0.305,false
gX$Fm7$K,g%HF0B8&,same_branch,0.172,false
5Xy@Dr18,NXL$&q(d,same_branch,0.114,true
5<cFS((2,5<c6Vy1d,same_branch,0.241,true
go$F%r8j,go$60qCb,same_branch,0.114,true
gScF&)$b,gScF0(J0,same_branch,0.259,true
5%F@&qz&,5%Fm0$1K,same_branch,0.147,true
g%%g%(jK,g!(Fn&CM,same_branch,0.295,true
FXHj&&z&,FXHFm%eK,same_branch,0.178,true
5Xk$jqJd,m<Fzb(1d,same_branch,0.228,false
5#H8nrz2,5#Hzbqz3,same_branch,0.3,true
gokF&yjb,gok8n783,same_branch,0.343,false
5%FFj(ed,5vyFj%jd,same_branch,0.19,true
FX<$%qJM,FX<$j&Cd,same_branch,0.125,true
5S(j0%C0,5S(jD&1d,same_branch,0.318,true
5Xy*%B(d,5Xymn$8j,same_branch,0.118,true
5X%*Sred,5X<jn7JK,same_branch,0.125,false
5Xy@0rC0,MokFnr$M,same_branch,0.208,true
gv%$D)z&,gv%Fmye0,same_branch,0.234,true
5X<8V(Cd,5X<F0BCM,same_branch,0.324,false
5!F$mB(&,5!F$&&$d,same_branch,0.223,true
FX<zj%eb,5m(*V%(K,same_branch,0.171,false
5Sk6%qzj,5<yjmrzj,same_branch,0.34,true
5&$6jqJb,5&$jm)jd,same_branch,0.167,true
5oLg0&1j,5oL$b%j8,same_branch,0.194,true
5mLFj)$j,5mLzm71&,same_branch,0.155,false
5!$FD)z3,5!$FDy83,same_branch,0.15,false
5X%jj)Jj,5X<FV(CK,same_branch,0.168,true
m<$FS)8b,F%<@%$1d,same_branch,0.316,true
5X<$bq(j,5Xyz0yj0,same_branch,0.343,true
5Xk$Sr$d,5X<$%BCK,same_branch,0.294,true
g&F*%B(K,g&FF0$80,same_branch,0.193,true
5X<@&&C3,5X%*bB(8,same_branch,0.268,true
5<yjmyej,5<y6Dqx2,same_branch,0.12,true
g!(FSqjK,g%kjV71b,same_branch,0.252,true
j%%F07Cb,j%%F0qJd,same_branch,0.106,true
5#y$%$J3,5#y$%rCb,same_branch,0.334,false
Xmczn$z3,Xmcznrj&,same_branch,0.311,true
F%kFS)(d,F%k@m$8M,same_branch,0.323,true
5SL$Vy10,5SLgVyj2,same_branch,0.278,true
5mF6V(eM,5vcmS71&,same_branch,0.173,false
5X<Fj7x2,5X%z0$(8,same_branch,0.321,false
iSL$mqJ&,iSL$br80,same_branch,0.284,true
g%<F07Jj,g%<Fnq(d,same_branch,0.232,false
g!yz&%(d,5<yjD%x0,same_branch,0.302,true
5XyFmyCd,5X%*bB(8,same_branch,0.142,true
FXk$m)8d,5%F@&r13,same_branch,0.341,true
5%kF&%jM,g<(F%rJd,same_branch,0.341,true
5%c60$8b,5%c$&qzd,same_branch,0.206,true
5oc$Vq(d,5oc$byC&,same_branch,0.129,true
5oH$V&e&,5oHzDrj&,same_branch,0.221,true
5%kzSqCj,5%kzS(jj,same_branch,0.169,true
g%yFS%zj,5Xk@0qjK,same_branch,0.145,true
FS<jDrjj,g&yF0qjd,same_branch,0.162,true
5Xyzm$(0,5X%Fm$Jb,same_branch,0.176,true
g&cF0&1j,g&c*n(xb,same_branch,0.178,true
g!yF%%jK,g!yFb$j&,same_branch,0.145,true
5v$8m7$j,5v$g0re&,same_branch,0.227,true
FokFbyz8,Fo%*0%8d,same_branch,0.101,true
gvy6mq13,gvyF0y$d,same_branch,0.283,false
FX<Fb$Jj,g%(jjBj2,same_branch,0.122,true
5#Hzbqz3,5#Hzb$$&,same_branch,0.248,false
5!$FDy83,5!$F&%e&,same_branch,0.183,false
gSL8m7jM,5m$@j%C3,same_branch,0.283,true
Mm%Fmy8&,MmkFmye8,same_branch,0.299,false
g%FFj&zd,g%F6b7C2,same_branch,0.221,true
F%k@mqjb,5Sy8&7(3,same_branch,0.296,false
5%HzD&J3,5%HzV&13,same_branch,0.18,true
5X%jn7J&,5X<*DB1K,same_branch,0.325,true
gm($D$zb,gm($SqJM,same_branch,0.216,true
5S(j&qjd,5S(jm$x8,same_branch,0.295,false
5vkz&rj0,5vkF%qC&,same_branch,0.261,true
g<yz0&(3,g<yFD%(M,same_branch,0.199,true
gS$F%$e3,gS$@%7z0,same_branch,0.281,true
m%y$n$(8,MSy6n%82,same_branch,0.11,true
5SF$07x&,5SF@DyJ3,same_branch,0.138,true
g<$Fb&e8,g<$FnrzK,same_branch,0.326,true
M#<F0qe&,M#<F0rC3,same_branch,0.276,false
m<ym&r$j,9X<zDy(&,same_branch,0.314,true
5X<zDqC0,5X%$j%J0,same_branch,0.332,true
5XLzS71&,FX<$V&1K,same_branch,0.141,false
5Skzn780,g!ygm7e0,same_branch,0.146,true
MS%Fj&Jj,MSkFD&$j,same_branch,0.323,true
g%czD%zK,g%c$0r8d,same_branch,0.237,true
5!kz&rzM,5!kzm%(d,same_branch,0.321,true
5Xc6bq$j,iS<Fn$$2,same_branch,0.11,true
5Sk$0q$M,5Sk@mr$8,same_branch,0.347,true
gm$Fj%$2,gm$F0%J8,same_branch,0.282,true
5X%jmyzd,5X<*DB1K,same_branch,0.216,false
5<F$0qJ3,5<F$S)e0,same_branch,0.21,true
5X%FDrJM,5Xymn$8j,same_branch,0.118,true
gSy6Dr1b,5!y@jyz&,same_branch,0.335,true
5#k$b&8M,5m<$SB88,same_branch,0.15,false
5XL*m%C0,Mv%F&7$K,same_branch,0.331,true
g<$FS$x2,g<$Fb%$b,same_branch,0.29,false
5Xk@0qjK,5o<mn7zK,same_branch,0.284,true
5!y*D&8b,gSk8n(j3,same_branch,0.154,true
N<<$S$8&,N<<$nqC3,same_branch,0.232,true
5XymbBeM,5X%g0)$M,same_branch,0.232,true
gS$FV%1&,gS$$m)13,same_branch,0.271,true
5!(zDqz3,5!(FDq(K,same_branch,0.307,true
5#LmV7Jb,5#L@m(1j,same_branch,0.148,true
9!y6bqe&,5!yFV(88,same_branch,0.288,true
5X%*bB(8,5XkFn7zK,same_branch,0.146,true
gSFFD(xd,gSFFDy$b,same_branch,0.282,true
5m<jmB8j,5m<Fmqz0,same_branch,0.313,true
g!%6n)J&,g!%6DqJ3,same_branch,0.24,true
M<<FDB$2,M<<Fm$1K,same_branch,0.161,false
9Xkjj&(0,9XkzSr82,same_branch,0.194,false
5XkFn%$d,5S%z0%z2,same_branch,0.139,true
5%kzS(jj,gXHF078b,same_branch,0.258,true
5%czSr$8,5%c6S7(d,same_branch,0.128,true
gv%zb(eM,gv%$D)z&,same_branch,0.296,true
gokFn7$2,gok60&88,same_branch,0.227,true
5#<F0yJ&,5SL8S)z0,same_branch,0.172,true
5%$jSB8b,5%$jSB(M,same_branch,0.332,true
5SFzn7C2,g#cmb(18,same_branch,0.223,true
g%FFj&zd,gX$jS(z8,same_branch,0.301,true
5X%@&qC&,5X%j0q18,same_branch,0.205,true
FXyFD7x2,FXyFm)1b,same_branch,0.13,true
M&($jq88,M&(znr(M,same_branch,0.218,true
m%kg&%ej,g&cF0&1j,same_branch,0.231,false
mmkFmy(j,mm<6j(jj,same_branch,0.324,true
5S($&&$d,5S(zDrjb,same_branch,0.154,true
X#kgVBx8,X#%Fmy8d,same_branch,0.219,true
F%$zS((3,5SymmBjd,same_branch,0.125,true
g<<Fby$K,g<<zD$1K,same_branch,0.309,true
g%L$0(1&,g%L$j%xb,same_branch,0.117,true
g<c60$8K,g<c6&%e3,same_branch,0.276,false
5&Fzjqjd,5&FzDyx8,same_branch,0.119,true
gXHFb)Cd,gXHFb(xd,same_branch,0.31,true
5%k*V%Cj,5%kFb((b,same_branch,0.118,false
5<Fz0($d,5<FF%%8K,same_branch,0.277,false
gX(@0B1K,gX(FD&z8,same_branch,0.294,true
5XkFmBJ8,5XkzjB88,same_branch,0.232,true
FX<zj%eb,gX(FmB$K,same_branch,0.149,false
jX<F0q83,5mc8DB(0,same_branch,0.12,true
5S%8D$12,g#<FS(eK,same_branch,0.29,true
NS<8jr1d,g&LFDyx8,same_branch,0.346,false
goHgm%$M,5%$j&rj3,same_branch,0.248,true
5SkFmBjj,5S%zD(zb,same_branch,0.26,false
g<<z0Bx8,g<<Fby$K,same_branch,0.135,true
gok@m%1j,gokF&yjb,same_branch,0.248,true
5o(z%Bzd,5o(zS%$8,same_branch,0.223,false
gv%FS7jM,mX$gm%(K,same_branch,0.273,true
g!<6m7J2,g!<FmB12,same_branch,0.183,false
5X%FjrxK,5X%zVr1d,same_branch,0.328,true
9XymS(eb,9Xymm$zM,same_branch,0.244,true
Fok$m&1&,5m$mS(Jj,same_branch,0.26,true
5X%$07Cj,5XkFj7jb,same_branch,0.243,false
5&$jm)zd,5&$6nq8b,same_branch,0.292,true
Nm%Fj%C2,Nm%Fj%Cj,same_branch,0.222,true
5mL@nBC0,5mL$nreK,same_branch,0.254,true
5S%6b$j3,5S%6nrz8,same_branch,0.217,true
g#cF0(eM,gXyjj)JK,same_branch,0.303,true
5#k$&Be3,Mo%F0Bx2,same_branch,0.146,true
Xmczn$z3,XmczbB1d,same_branch,0.336,true
5!cFSqJ&,5!cFSBjK,same_branch,0.251,true
5#L8m&eM,5XHjS7xK,same_branch,0.29,true
5S<gm(z3,gScF0(J0,same_branch,0.154,true
gvFFD)1M,gvFF0yCb,same_branch,0.172,true
5o(zV)e2,5o(zS%$8,same_branch,0.322,true
g!<$0y8b,g!<$VyJ&,same_branch,0.297,false
FXHj&&z&,FXHj&)(M,same_branch,0.33,false
g#FFD%x3,5Sc60yj8,same_branch,0.349,true
5X%m&qCK,5XkFmBJ8,same_branch,0.273,false
5%<j&&$b,5%<8&&8j,same_branch,0.225,true
5X%8myz0,5Xk60&13,same_branch,0.112,true
gm<z07xd,5SF*S$J0,same_branch,0.223,true
gvyFj7C8,gvyF0y(3,same_branch,0.321,true
9S<FD&z8,9S<z%yxb,same_branch,0.201,true
gmcF%y$M,gmcz0qzM,same_branch,0.259,true
g&%Fnq$0,MXymD%x2,same_branch,0.257,true
5mF8byJK,5mFFV%e2,same_branch,0.119,true
5oLzn$C0,5oLFn(C&,same_branch,0.189,false
g%HFD)C3,g%HF0Be&,same_branch,0.34,false
gX%8D%$d,g%FFby$M,same_branch,0.166,true
j%kF0&10,j%%F0(jM,same_branch,0.231,true
g!cFDrJK,g!czV(1j,same_branch,0.219,true
gX$jV7x2,gX%zm&88,same_branch,0.248,true
5#Lmmyz&,5#LgnBx2,same_branch,0.129,true
5oHzb%e8,5oH$V$C3,same_branch,0.158,true
g!HFm&83,g!HFn)jK,same_branch,0.119,false
g!c8j%J3,g!cFDrJK,same_branch,0.319,true
5X%j%rxd,5X<$VrJ0,same_branch,0.335,true
5%$jm(83,5S<Fn7z8,same_branch,0.33,false
g<%F&(x&,g<%FVB$3,same_branch,0.188,false
gS$*Vq8d,5XFmj&J8,same_branch,0.345,true
g%kjn&x3,g%k6jB(d,same_branch,0.223,false
5m(gb%13,5m(zn%82,same_branch,0.171,true
go<z&y83,go<$j7(3,same_branch,0.154,false
5%$jD)eK,5%$j%((j,same_branch,0.153,false
5#(6D%Jd,5#(FjrJd,same_branch,0.105,true
g<Hz&&z&,g<HFS&1d,same_branch,0.259,true
gX<F%&j0,gX(jmqz3,same_branch,0.164,true
5<F$0qJ3,5!yFj(ej,same_branch,0.254,true
5mL8m)J3,go<zD&e2,same_branch,0.288,true
gmk@0%$8,gmkmm7z&,same_branch,0.113,false
g!HF0Bz0,g!HFb)e&,same_branch,0.166,true
5%czV&jd,5%cFjB88,same_branch,0.212,true
5SyFjqj0,F%kgbBjd,same_branch,0.286,true
gX(FS((8,gX(F&yJ3,same_branch,0.282,false
5m%6j&j&,5<$6m7Jd,same_branch,0.33,true
F%kj%%z2,F%kj&%8b,same_branch,0.33,true
5XyFS7$d,5X%F&%1&,same_branch,0.125,true
N<<zn&12,g!LF&)$j,same_branch,0.205,true
5!yj0BxK,9!yjn$88,same_branch,0.258,true
5XLj07(d,gXHF0reK,same_branch,0.292,false
5X<F07(M,5X<F0)(0,same_branch,0.267,true
5%<jm$8K,5%<Fn&$3,same_branch,0.163,true
g<<Fby8M,g<<Fn%J2,same_branch,0.196,false
5X<m%B1K,5X%@j%13,same_branch,0.132,true
gX(F&y$0,gX(j0rj2,same_branch,0.319,true
g%%FDr$8,g%%FD(z0,same_branch,0.268,true
5X(8by8d,g&kF&$8b,same_branch,0.211,true
iSLzm(1M,5%yF%%(K,same_branch,0.168,true
5oy6m7e&,5oy60r8M,same_branch,0.306,false
5Xk$nqJj,5XkFb(zd,same_branch,0.348,true
gokFb%(j,gokFb%CK,same_branch,0.211,false
9X<*07C0,g<HFS&1d,same_branch,0.287,true
g%yFS&e3,g%yF0rzK,same_branch,0.328,false
FoHjSq$0,9%kFmrJb,same_branch,0.285,true
M<<FD($3,M<<Fm$1K,same_branch,0.241,false
g#LFm&j0,g#LF0q(j,same_branch,0.236,true
5ocj&BCd,5oc$V$CK,same_branch,0.341,true
5#%zj$e2,5#%FVrz8,same_branch,0.298,true
5#%FbyCM,5Xym0%8b,same_branch,0.159,true
g%%zS7$d,g%kF&(zb,same_branch,0.292,true
gXkzV%xj,FXyFm%8M,same_branch,0.241,true
g!HFb)e&,g!HFn)jK,same_branch,0.134,false
g%yFnyCj,5vy@m%x3,same_branch,0.19,false
X<LFmB10,5XLj07(d,same_branch,0.161,true
5Xkz0$Jd,5X<8V(Cd,same_branch,0.299,true
5S%8D$12,g#<Fj)jK,same_branch,0.299,true
5SF*S$J0,gm<z0y$0,same_branch,0.322,false
goHz0Be0,5%$j&rj3,same_branch,0.12,true
5<c6VBe8,5<cF%%J&,same_branch,0.152,true
5X%$j)8d,5X<jmr1j,same_branch,0.271,true
m<y@Vyj&,5%Fm0&80,same_branch,0.256,false
g<$z&$$&,g<$zDq(M,same_branch,0.274,false
gvFFj$j2,gvFFj)zj,same_branch,0.241,true
Mv%F&qe8,M&<zm7j8,same_branch,0.269,false
g!F$&&e8,5mc$j)C8,same_branch,0.287,false
gXkmb)jM,gXkm&(jd,same_branch,0.198,true
5<c6VB83,5<c6VBe8,same_branch,0.318,false
gSyF&7j&,gSyz%%e2,same_branch,0.322,true
5S($%yzK,g&HFDBJM,same_branch,0.15,true
j%%F0r8M,5m<jDBjj,same_branch,0.265,true
5#k$&Be3,5#k$b(xj,same_branch,0.164,true
9X<8m)8b,5m%gS78K,same_branch,0.276,true
5%kzn7C8,5%k$j%x&,same_branch,0.117,true
FX%F0BC0,m!LF&reK,same_branch,0.237,true
5oc6m&(0,5oc$ny10,same_branch,0.35,true
g%kjb(jj,g%k6jB(d,same_branch,0.196,false
F%y6n&1b,5X(mS$jd,same_branch,0.27,true
5mF@V%zj,5mFmD7(0,same_branch,0.259,true
5v(Fmrx2,5v(FDBeb,same_branch,0.22,false
5X(@n%1M,MXyjDB1j,same_branch,0.161,true
5%F$V%1j,5S($m%C8,same_branch,0.277,true
5XkzDBJd,5XkFVr82,same_branch,0.112,true
5mFFV(1d,gvkF%718,same_branch,0.315,true
5XyFmyCd,5X<FVqx3,same_branch,0.271,true
g%%m07zd,gX%zmBCK,same_branch,0.271,true
gS$8m&e&,gS$FV%(0,same_branch,0.319,true
MmkFmy8b,Mm%Fmy8&,same_branch,0.114,true
5#<@D%J3,5SLzVy13,same_branch,0.197,false
5<Fz0($d,5!y8nr18,same_branch,0.242,true
5Xk6&78b,5Xk6br$K,same_branch,0.228,true
5&LF&qz8,5&LF&&zd,same_branch,0.282,true
gScF&)$b,gScFV%Jb,same_branch,0.107,true
Xvk$m(10,Xv%zDy1M,same_branch,0.316,true
5v%F0%1d,5v%z0r$b,same_branch,0.129,true
gS<F&&1M,gS<F&$1j,same_branch,0.345,true
iX<z%yj8,iX<$j%$M,same_branch,0.104,false
5&(FDyJM,jmy6S(Jj,same_branch,0.231,true
5<$60)8b,5<$$D(8b,same_branch,0.325,false
M#<F0%(&,gXLFm$(&,same_branch,0.28,true
j#kFjr8j,j#%zmyz8,same_branch,0.267,true
5v<$V7C2,5v<8myjb,same_branch,0.294,true
5&H6Vyz&,5S%@0yxK,same_branch,0.218,true
5#(6jr88,5#(6D7jj,same_branch,0.227,true
5X%*n$$2,5X%@my$&,same_branch,0.301,true
5SLjn$jd,gvy60r8K,same_branch,0.183,true
5&LFVBJK,5&LzS)J3,same_branch,0.13,true
goLF&yzM,5!ym&7(d,same_branch,0.269,true
5m%gD&CM,5m%6%7J&,same_branch,0.216,true
g%kj%)$3,g%c$m)8&,same_branch,0.152,true
5oH$j($&,5oHz&(z8,same_branch,0.216,true
5#yzmBz3,5o<gn%8d,same_branch,0.151,true
5X%jmyzd,5X%jn7J&,same_branch,0.219,false
5<<zS7(K,5<<FV&J3,same_branch,0.125,true
5vLzmyCj,5vLz0r$8,same_branch,0.339,true
gvLFV&C8,gvLz0&e&,same_branch,0.269,false
gmH6S&eM,gmHFjre&,same_branch,0.159,false
5#(6j(x&,gX%$%($&,same_branch,0.272,true
5!$FDyxj,5!$Fj7x8,same_branch,0.265,true
5S($m%C8,5S(8m&13,same_branch,0.252,true
5Xkmj(8d,g<czj&8&,same_branch,0.121,true
g#cF0(eM,g#cF0B(M,same_branch,0.233,true
mm<60yx0,go(F&y$b,same_branch,0.235,true
MS%FjB8d,9%kFj&8b,same_branch,0.107,false
5!FmDBC8,5!F$&7J3,same_branch,0.311,true
gS<F&&1&,gS<F&qe8,same_branch,0.109,true
gmkjmrC8,FX(Fn(C8,same_branch,0.17,true
5Xy@&($j,5X<$Vq(M,same_branch,0.242,true
5o<znq82,5Xk$m%jj,same_branch,0.196,false
5SFz&)jj,5SF$n)z&,same_branch,0.335,true
5mF@&rej,gvkFbq$d,same_branch,0.283,true
5XyFmyCd,5X<*&)x2,same_branch,0.247,true
g%L$j%xb,g%L6m&Cj,same_branch,0.348,true
9Xyjb(CM,9X<Fnr1j,same_branch,0.301,true
5XFg0Bz&,5#cFm78d,same_branch,0.208,true
5X<jD%Cb,5X%$j%J0,same_branch,0.148,true
9!yjbyx8,5SL6Vy(0,same_branch,0.233,true
5X%j0q18,5XkFj78d,same_branch,0.135,true
5Xy$&&(8,5Xy$brJj,same_branch,0.152,false
5mc6D)1b,FvcznBe&,same_branch,0.219,true
5X$zb)zK,5Sy@mrzb,same_branch,0.298,true
5o<FDqJ2,5o<@0(jb,same_branch,0.29,true
g<<Fby$K,g<<zmqzd,same_branch,0.12,true
5&c$j)(8,gX<zb&$8,same_branch,0.104,false
5#$znBzM,5#$zb)CM,same_branch,0.109,true
gvLFn7e2,gvLFby13,same_branch,0.124,false
5ok@%)8&,5XFFbyj3,same_branch,0.287,false
Xv%$n&zb,g%FFby$M,same_branch,0.239,true
5v$g0%eM,5v$gmyC0,same_branch,0.167,false
5#$Fmqxj,5#$z%&z&,same_branch,0.16,true
5%czV&jd,5%c$nred,same_branch,0.201,false
5#k@n($K,5#k$b)e8,same_branch,0.193,true
5Xy*V$Cj,5X<j&ye8,same_branch,0.187,true
5vkFnq(K,5vkFVrJK,same_branch,0.249,true
5vcm&&10,5vcmDy(b,same_branch,0.205,false
5XkF%$C0,5Xkzj$ej,same_branch,0.277,true
5&yz0&8K,5&y$0)CM,same_branch,0.274,false
5SH6D)$0,5v%z0$$3,same_branch,0.11,false
gS$@%qz2,gS$FV%1&,same_branch,0.174,true
5X<gDyjK,5X%F0$C&,same_branch,0.141,false
5%H$0Bz3,5%HFm$13,same_branch,0.329,true
5!Hzj7xK,5!Hz0)eK,same_branch,0.12,true
gSL8nBJj,F%<zV)10,same_branch,0.333,false
5X%@D(e&,5X%6&$jM,same_branch,0.125,false
5&(F&(C2,5m(8b7$&,same_branch,0.335,true
5X%mn%zb,5Xk$nqJj,same_branch,0.322,true
5!L60rCd,5!LFn&J3,same_branch,0.218,true
gX%gS7eK,X&<zmyeb,same_branch,0.208,true
5X%@m&C3,g!F$&&eM,same_branch,0.272,false
5%Fmm&eb,mS<8mrxb,same_branch,0.195,true
gS$z%%8b,gS$8jq1M,same_branch,0.198,true
5&%zS&Jj,5&%zS&zM,same_branch,0.215,true
F%<@j(x0,gSL8jq8j,same_branch,0.199,true
X&<zm)10,X&<z0$C8,same_branch,0.238,true
5mF@S(1j,5mF6V(eM,same_branch,0.244,true
5X<$S(jM,5X<*b)C&,same_branch,0.17,true
5X<*jyeb,5X%mm%xM,same_branch,0.292,true
5#y$b)1&,5#yzmq(8,same_branch,0.14,true
g!(Fn$(K,g!(Fn&CM,same_branch,0.165,false
N<<$Sq1M,N<%8D%$&,same_branch,0.214,true
M#<F0&1&,M#<F0q(d,same_branch,0.239,false
gmcFV)J2,gmcFSre8,same_branch,0.21,true
FS<8V&88,NS<*0&CK,same_branch,0.312,true
Fv(jmyzK,FvF$D783,same_branch,0.105,true
iSc8&713,iSLFjqjb,same_branch,0.283,true
jXkFmy80,5&<Fn%j0,same_branch,0.117,true
5X<zDqC0,5X%8jyeM,same_branch,0.237,true
5oL$jq(2,5oLFD(jK,same_branch,0.101,false
5%$j%((j,5%$jSB$j,same_branch,0.3,false
5#<Fj%xb,5#<$&q10,same_branch,0.272,false
5X%@mrj8,5Xyzmy8&,same_branch,0.301,false
gS%Fb(zK,gS%Fby8j,same_branch,0.204,true
5o(zSyj3,5o(zV)e2,same_branch,0.229,true
MSy6n&1d,MSy6n&10,same_branch,0.266,true
5#(6jy8&,5#(6D7CK,same_branch,0.172,false
5Xkj&)C3,g%%gS%(0,same_branch,0.211,true
M&<FjyeM,X<$FV)(d,same_branch,0.24,true
5&FzDyx8,5&Fzj$z&,same_branch,0.126,true
5Sk6S&j8,g!yF%%1M,same_branch,0.17,false
5o<zS&xK,gS$Fjq$K,same_branch,0.283,true
gm<zj&x&,gm<z0(e3,same_branch,0.298,false
g%FF0ye8,gmcF%y$M,same_branch,0.31,true
5&(FD((d,jmyj07$K,same_branch,0.263,true
5S(jj(x0,g&HFb&$3,same_branch,0.15,true
5m<60%jd,j%%F0(j2,same_branch,0.207,false
gv%Fmye0,FX<Fn$J0,same_branch,0.175,false
gX%80%e0,gX%8S78j,same_branch,0.202,false
g&c*n(xb,g&c*n)zj,same_branch,0.209,false
5ok@D78j,5ok@&%e3,same_branch,0.255,true
X&<FV$j&,5&czV(CK,same_branch,0.158,true
5X<FSBe0,gSHFS7$j,same_branch,0.242,true
gvLFV&C8,gvLFbBJ0,same_branch,0.287,true
5&$jm$(3,5&$80Bj&,same_branch,0.136,true
g#kFj)e8,g#kzD$ed,same_branch,0.126,true
5X%6b)88,5XygDBxK,same_branch,0.134,false
5Xkj&rz8,g%kmDBe0,same_branch,0.177,true
5#(6jqCj,5#(6j$$&,same_branch,0.292,true
5XkFb(zd,5XkzjB88,same_branch,0.197,false
5mLF0%8&,5mL@bBzj,same_branch,0.299,true
gm<zD%8M,5SFmV$Jj,same_branch,0.266,false
5<y60r(2,5<yFmqxM,same_branch,0.349,true
Fo%g&&x&,M#<F0rj2,same_branch,0.248,true
5!F6%&(K,5!F$&)$M,same_branch,0.318,true
gScF&)$b,gScF&(eb,same_branch,0.33,true
5mc$nyCM,5!%$&B1K,same_branch,0.28,true
gX(F&yJ3,gX(F&y$0,same_branch,0.268,false
gXyjD)Cb,gm<z07xd,same_branch,0.123,false
5XkFbrzd,5Xk6nBz&,same_branch,0.208,true
g<%Fj(Cd,5%LFj%80,same_branch,0.3,true
gXkm&(jd,gXk8j(e3,same_branch,0.231,true
5Xk$0q$d,5o<mn7zK,same_branch,0.133,true
5v$gm$(d,5v$gmBC0,same_branch,0.284,true
5&<FV&jb,jXkF0r(d,same_branch,0.311,true
g!cj0&ed,g!c6V(Jj,same_branch,0.153,true
g&c*n(xb,m%k$b71d,same_branch,0.319,true
X#kFmBJb,X#kFmy$b,same_branch,0.233,true
5&yzmqz3,5&y6by(8,same_branch,0.326,false
5X<6m(jd,5XyFj%(d,same_branch,0.246,true
5vHzmr83,5vHFm&x&,same_branch,0.148,true
FXHj&)(M,FXHFm%eK,same_branch,0.34,true
5&$6jqJj,5&$6j$jj,same_branch,0.106,true
M!<Fj7xd,Mm<zj&CK,same_branch,0.307,true
g%L$j%xb,5SFj&qCj,same_branch,0.161,true
5mc8bq$8,g!F$&&e8,same_branch,0.254,true
5Xy$&7zd,5S<@&%x0,same_branch,0.25,false
